radiusloc	timebase
0.45140001	-0.24000001
0.4499	-0.23499668
0.44839999	-0.22999334
0.44690001	-0.22499001
0.4454	-0.21998666
0.4438	-0.21498333
0.44229999	-0.20998
0.44080001	-0.20497666
0.4393	-0.19997333
0.43779999	-0.19496998
0.43619999	-0.18996665
	-0.18496332
	-0.17995998
	-0.17495665
	-0.16995332
	-0.16494998
	-0.15994665
	-0.1549433
	-0.14993997
	-0.14493664
	-0.13993329
	-0.13492996
	-0.12992662
	-0.12492329
	-0.11991996
	-0.11491662
	-0.10991329
	-0.10490996
	-0.099906608
	-0.094903275
	-0.089899942
	-0.084896609
	-0.079893276
	-0.074889943
	-0.069886595
	-0.064883262
	-0.059879929
	-0.054876596
	-0.049873263
	-0.04486993
	-0.039866582
	-0.034863248
	-0.029859915
	-0.024856582
	-0.019853249
	-0.014849916
	-0.0098465681
	-0.004843235
	0.00016009808
	0.0051634312
	0.010166764
	0.015170097
	0.02017343
	0.025176764
	0.030180097
	0.03518346
	0.040186793
	0.045190126
	0.050193459
	0.055196792
	0.060200125
	0.065203458
	0.070206791
	0.075210124
	0.080213457
	0.08521679
	0.090220124
	0.095223486
	0.10022682
	0.10523015
	0.11023349
	0.11523682
	0.12024015
	0.12524348
	0.13024682
	0.13525015
	0.14025348
	0.14525682
	0.15026015
	0.15526351
	0.16026685
	0.16527018
	0.17027351
	0.17527685
	0.18028018
	0.18528351
	0.19028684
	0.19529018
	0.20029351
	0.20529684
	0.21030018
	0.21530354
	0.22030687
	0.22531021
	0.23031354
	0.23531687
	0.24032021
	0.24532354
	0.25032687
	0.2553302
	0.26033354
	0.26533687
	0.2703402
	0.27534354
	0.28034687
	0.2853502
	0.29035354
	0.29535687
	0.3003602
	0.3053636
	0.31036693
	0.31537026
	0.32037359
	0.32537693
	0.33038026
	0.33538359
	0.34038693
	0.34539026
	0.35039359
	0.35539693
	0.36040026
	0.36540359
	0.37040693
	0.37541026
	0.38041359
	0.38541692
	0.39042026
	0.39542359
	0.40042692
	0.40543026
	0.41043359
	0.41543692
	0.42044026
	0.42544365
	0.43044698
	0.43545032
	0.44045365
	0.44545698
	0.45046031
	0.45546365
	0.46046698
	0.46547031
	0.47047365
	0.47547698
	0.48048031
	0.48548365
	0.49048698
	0.49549031
	0.50049365
	0.50549698
	0.51050031
	0.51550364
	0.52050698
	0.52551031
	0.53051364
	0.53551698
	0.54052031
	0.54552364
	0.55052704
	0.55553037
	0.5605337
	0.56553704
	0.57054037
	0.5755437
	0.58054703
	0.58555037
	0.5905537
	0.59555703
	0.60056037
	0.6055637
	0.61056703
	0.61557037
	0.6205737
	0.62557703
	0.63058037
	0.6355837
	0.64058703
	0.64559036
	0.6505937
	0.65559703
	0.66060036
	0.6656037
	0.67060709
	0.67561042
	0.68061376
	0.68561709
	0.69062042
	0.69562376
	0.70062709
	0.70563042
	0.71063375
	0.71563709
	0.72064042
	0.72564375
	0.73064709
	0.73565042
	0.74065375
	0.74565709
	0.75066042
	0.75566375
	0.76066709
	0.76567042
	0.77067375
	0.77567708
	0.78068042
	0.78568375
	0.79068708
	0.79569042
	0.80069375
	0.80569708
	0.81070042
	0.81570375
	0.82070708
	0.82571042
	0.83071375
	0.83571708
	0.84072042
	0.84572375
	0.8507272
	0.85573053
	0.86073387
	0.8657372
	0.87074053
	0.87574387
	0.8807472
	0.88575053
	0.89075387
	0.8957572
	0.90076053
	0.90576386
	0.9107672
	0.91577053
	0.92077386
	0.9257772
	0.93078053
	0.93578386
	0.9407872
	0.94579053
	0.95079386
	0.9557972
	0.96080053
	0.96580386
	0.97080719
	0.97581053
	0.98081386
	0.98581719
	0.99082053
	0.99582386
	1.0008272
	1.0058305
	1.0108339
	1.0158372
	1.0208405
	1.0258439
	1.0308472
	1.0358505
	1.0408539
	1.0458572
	1.0508605
	1.0558639
	1.0608672
	1.0658705
	1.0708739
	1.0758772
	1.0808805
	1.0858839
	1.0908873
	1.0958906
	1.100894
	1.1058973
	1.1109006
	1.115904
	1.1209073
	1.1259106
	1.130914
	1.1359173
	1.1409206
	1.145924
	1.1509273
	1.1559306
	1.160934
	1.1659373
	1.1709406
	1.175944
	1.1809473
	1.1859506
	1.190954
	1.1959573
	1.2009606
	1.205964
	1.2109673
	1.2159706
	1.220974
	1.2259773
	1.2309806
	1.235984
	1.2409873
	1.2459906
	1.250994
	1.2559973
	1.2610006
	1.266004
	1.2710073
	1.2760106
	1.281014
	1.2860173
	1.2910206
	1.296024
	1.3010273
	1.3060306
	1.311034
	1.3160373
	1.3210406
	1.326044
	1.3310473
	1.3360507
	1.3410541
	1.3460574
	1.3510607
	1.3560641
	1.3610674
	1.3660707
	1.3710741
	1.3760774
	1.3810807
	1.3860841
	1.3910874
	1.3960907
	1.4010941
	1.4060974
	1.4111007
	1.4161041
	1.4211074
	1.4261107
	1.4311141
	1.4361174
	1.4411207
	1.4461241
	1.4511274
	1.4561307
	1.4611341
	1.4661374
	1.4711407
	1.4761441
	1.4811474
	1.4861507
	1.4911541
	1.4961574
	1.5011607
	1.5061641
	1.5111674
	1.5161707
	1.5211741
	1.5261774
	1.5311807
	1.5361841
	1.5411874
	1.5461907
	1.5511941
	1.5561974
	1.5612007
	1.5662041
	1.5712074
	1.5762109
	1.5812142
	1.5862175
	1.5912209
	1.5962242
	1.6012275
	1.6062309
	1.6112342
	1.6162375
	1.6212409
	1.6262442
	1.6312475
	1.6362509
	1.6412542
	1.6462575
	1.6512609
	1.6562642
	1.6612675
	1.6662709
	1.6712742
	1.6762775
	1.6812809
	1.6862842
	1.6912875
	1.6962909
	1.7012942
	1.7062975
	1.7113008
	1.7163042
	1.7213075
	1.7263108
	1.7313142
	1.7363175
	1.7413208
	1.7463242
	1.7513275
	1.7563308
	1.7613342
	1.7663376
	1.7713408
	1.7763443
	1.7813475
	1.786351
	1.7913542
	1.7963576
	1.8013608
	1.8063643
	1.8113675
	1.816371
	1.8213742
	1.8263776
	1.8313808
	1.8363843
	1.8413875
	1.846391
	1.8513942
	1.8563976
	1.8614008
	1.8664043
	1.8714075
	1.876411
	1.8814142
	1.8864176
	1.8914208
	1.8964243
	1.9014275
	1.906431
	1.9114342
	1.9164376
	1.9214408
	1.9264443
	1.9314475
	1.936451
	1.9414544
	1.9464576
	1.9514611
	1.9564643
	1.9614677
	1.966471
	1.9714744
	1.9764776
	1.9814811
	1.9864843
	1.9914877
	1.996491
	2.0014944
	2.0064976
	2.0115011
	2.0165043
	2.0215077
	2.026511
	2.0315144
	2.0365176
	2.0415211
	2.0465243
	2.0515277
	2.056531
	2.0615344
	2.0665376
	2.0715411
	2.0765443
	2.0815477
	2.086551
	2.0915544
	2.0965576
	2.1015611
	2.1065643
	2.1115677
	2.1165709
	2.1215744
	2.1265776
	2.1315811
	2.1365843
	2.1415877
	2.1465909
	2.1515944
	2.1565976
	2.1616011
	2.1666043
	2.1716077
	2.1766109
	2.1816144
	2.1866179
	2.1916211
	2.1966245
	2.2016277
	2.2066312
	2.2116344
	2.2166378
	2.2216411
	2.2266445
	2.2316477
	2.2366512
	2.2416544
	2.2466578
	2.2516611
	2.2566645
	2.2616677
	2.2666712
	2.2716744
	2.2766778
	2.2816811
	2.2866845
	2.2916877
	2.2966912
	2.3016944
	2.3066978
	2.3117011
	2.3167045
	2.3217077
	2.3267112
	2.3317144
	2.3367178
	2.3417211
	2.3467245
	2.3517277
	2.3567312
	2.3617344
	2.3667378
	2.3717411
	2.3767445
	2.3817477
	2.3867512
	2.3917544
	2.3967578
	2.4017611
	2.4067645
	2.4117677
	2.4167712
	2.4217746
	2.4267778
	2.4317813
	2.4367845
	2.441788
	2.4467912
	2.4517946
	2.4567978
	2.4618013
	2.4668045
	2.471808
	2.4768112
	2.4818146
	2.4868178
	2.4918213
	2.4968245
	2.501828
	2.5068312
	2.5118346
	2.5168378
	2.5218413
	2.5268445
	2.531848
	2.5368512
	2.5418546
	2.5468578
	2.5518613
	2.5568645
	2.561868
	2.5668712
	2.5718746
	2.5768778
	2.5818813
	2.5868845
	2.591888
	2.5968912
	2.6018946
	2.6068978
	2.6119013
	2.6169045
	2.6219079
	2.6269112
	2.6319146
	2.6369178
	2.6419213
	2.6469245
	2.6519279
	2.6569312
	2.6619346
	2.6669381
	2.6719413
	2.6769447
	2.6819479
	2.6869514
	2.6919546
	2.6969581
	2.7019613
	2.7069647
	2.7119679
	2.7169714
	2.7219746
	2.7269781
	2.7319813
	2.7369847
	2.7419879
	2.7469914
	2.7519946
	2.7569981
	2.7620013
	2.7670047
	2.7720079
	2.7770114
	2.7820146
	2.7870181
	2.7920213
	2.7970247
	2.8020279
	2.8070314
	2.8120346
	2.8170381
	2.8220413
	2.8270447
	2.8320479
	2.8370514
	2.8420546
	2.8470581
	2.8520613
	2.8570647
	2.8620679
	2.8670714
	2.8720746
	2.8770781
	2.8820813
	2.8870847
	2.8920879
	2.8970914
	2.9020946
	2.9070981
	2.9121015
	2.9171047
	2.9221082
	2.9271114
	2.9321148
	2.9371181
	2.9421215
	2.9471247
	2.9521282
	2.9571314
	2.9621348
	2.9671381
	2.9721415
	2.9771447
	2.9821482
	2.9871514
	2.9921548
	2.9971581
	3.0021615
	3.0071647
	3.0121682
	3.0171714
	3.0221748
	3.027178
	3.0321815
	3.0371847
	3.0421882
	3.0471914
	3.0521948
	3.057198
	3.0622015
	3.0672047
	3.0722082
	3.0772114
	3.0822148
	3.087218
	3.0922215
	3.0972247
	3.1022282
	3.1072314
	3.1122348
	3.117238
	3.1222415
	3.1272447
	3.1322482
	3.1372514
	3.1422548
	3.1472583
	3.1522615
	3.1572649
	3.1622682
	3.1672716
	3.1722748
	3.1772783
	3.1822815
	3.1872849
	3.1922882
	3.1972916
	3.2022948
	3.2072983
	3.2123015
	3.2173049
	3.2223082
	3.2273116
	3.2323148
	3.2373183
	3.2423215
	3.2473249
	3.2523282
	3.2573316
	3.2623348
	3.2673383
	3.2723415
	3.2773449
	3.2823482
	3.2873516
	3.2923548
	3.2973583
	3.3023615
	3.3073649
	3.3123682
	3.3173716
	3.3223748
	3.3273783
	3.3323815
	3.3373849
	3.3423882
	3.3473916
	3.3523948
	3.3573983
	3.3624015
	3.3674049
	3.3724082
	3.3774116
	3.3824148
	3.3874183
	3.3924217
	3.3974249
	3.4024284
	3.4074316
	3.4124351
	3.4174383
	3.4224417
	3.4274449
	3.4324484
	3.4374516
	3.4424551
	3.4474583
	3.4524617
	3.4574649
	3.4624684
	3.4674716
	3.4724751
	3.4774783
	3.4824817
	3.4874849
	3.4924884
	3.4974916
	3.5024951
	3.5074983
	3.5125017
	3.5175049
	3.5225084
	3.5275116
	3.532515
	3.5375183
	3.5425217
	3.5475249
	3.5525284
	3.5575316
	3.562535
	3.5675383
	3.5725417
	3.5775449
	3.5825484
	3.5875516
	3.592555
	3.5975583
	3.6025617
	3.6075649
	3.6125684
	3.6175716
	3.622575
	3.6275783
	3.6325817
	3.6375852
	3.6425884
	3.6475918
	3.652595
	3.6575985
	3.6626017
	3.6676052
	3.6726084
	3.6776118
	3.682615
	3.6876185
	3.6926217
	3.6976252
	3.7026284
	3.7076318
	3.712635
	3.7176385
	3.7226417
	3.7276452
	3.7326484
	3.7376518
	3.742655
	3.7476585
	3.7526617
	3.7576652
	3.7626684
	3.7676718
	3.7726753
	3.7776783
	3.7826817
	3.7876852
	3.7926886
	3.7976916
	3.802695
	3.8076985
	3.8127019
	3.8177049
	3.8227084
	3.8277118
	3.8327153
	3.8377182
	3.8427217
	3.8477252
	3.8527286
	3.8577316
	3.862735
	3.8677385
	3.8727419
	3.8777454
	3.8827484
	3.8877518
	3.8927553
	3.8977587
	3.9027617
	3.9077652
	3.9127686
	3.9177721
	3.922775
	3.9277785
	3.9327819
	3.9377854
	3.9427884
	3.9477918
	3.9527953
	3.9577987
	3.9628017
	3.9678051
	3.9728086
	3.9778121
	3.982815
	3.9878185
	3.9928219
	3.9978254
	4.0028286
	4.0078316
	4.0128355
	4.0178385
	4.0228415
	4.0278454
	4.0328484
	4.0378523
	4.0428553
	4.0478582
	4.0528622
	4.0578651
	4.0628681
	4.067872
	4.072875
	4.077879
	4.0828819
	4.0878849
	4.0928888
	4.0978918
	4.1028948
	4.1078987
	4.1129017
	4.1179056
	4.1229086
	4.1279116
	4.1329155
	4.1379185
	4.1429224
	4.1479254
	4.1529284
	4.1579323
	4.1629353
	4.1679382
	4.1729422
	4.1779451
	4.1829491
	4.187952
	4.192955
	4.1979589
	4.2029619
	4.2079649
	4.2129688
	4.2179718
	4.2229757
	4.2279787
	4.2329817
	4.2379856
	4.2429886
	4.2479916
	4.2529955
	4.2579985
	4.2630024
	4.2680054
	4.2730083
	4.2780123
	4.2830153
	4.2880182
	4.2930222
	4.2980251
	4.3030291
	4.308032
	4.313035
	4.3180389
	4.3230419
	4.3280449
	4.3330488
	4.3380518
	4.3430557
	4.3480587
	4.3530617
	4.3580656
	4.3630686
	4.3680725
	4.3730755
	4.3780785
	4.3830824
	4.3880854
	4.3930883
	4.3980923
	4.4030952
	4.4080992
	4.4131021
	4.4181051
	4.4231091
	4.428112
	4.433115
	4.4381189
	4.4431219
	4.4481258
	4.4531288
	4.4581318
	4.4631357
	4.4681387
	4.4731417
	4.4781456
	4.4831486
	4.4881525
	4.4931555
	4.4981585
	4.5031624
	4.5081654
	4.5131683
	4.5181723
	4.5231752
	4.5281792
	4.5331821
	4.5381851
	4.543189
	4.548192
	4.553195
	4.5581989
	4.5632019
	4.5682058
	4.5732088
	4.5782118
	4.5832157
	4.5882187
	4.5932217
	4.5982256
	4.6032286
	4.6082325
	4.6132355
	4.6182384
	4.6232424
	4.6282454
	4.6332493
	4.6382523
	4.6432552
	4.6482592
	4.6532621
	4.6582651
	4.663269
	4.668272
	4.6732759
	4.6782789
	4.6832819
	4.6882858
	4.6932888
	4.6982918
	4.7032957
	4.7082987
	4.7133026
	4.7183056
	4.7233086
	4.7283125
	4.7333155
	4.7383184
	4.7433224
	4.7483253
	4.7533293
	4.7583323
	4.7633352
	4.7683392
	4.7733421
	4.7783451
	4.783349
	4.788352
	4.7933559
	4.7983589
	4.8033619
	4.8083658
	4.8133688
	4.8183718
	4.8233757
	4.8283787
	4.8333826
	4.8383856
	4.8433886
	4.8483925
	4.8533955
	4.8583994
	4.8634024
	4.8684053
	4.8734093
	4.8784122
	4.8834152
	4.8884192
	4.8934221
	4.8984261
	4.903429
	4.908432
	4.9134359
	4.9184389
	4.9234419
	4.9284458
	4.9334488
	4.9384527
	4.9434557
	4.9484587
	4.9534626
	4.9584656
	4.9634686
	4.9684725
	4.9734755
	4.9784794
	4.9834824
	4.9884853
	4.9934893
	4.9984922
	5.0034952
	5.0084991
	5.0135021
	5.0185061
	5.023509
	5.028512
	5.0335159
	5.0385189
	5.0435219
	5.0485258
	5.0535288
	5.0585327
	5.0635357
	5.0685387
	5.0735426
	5.0785456
	5.0835495
	5.0885525
	5.0935555
	5.0985594
	5.1035624
	5.1085653
	5.1135693
	5.1185722
	5.1235762
	5.1285791
	5.1335821
	5.138586
	5.143589
	5.148592
	5.1535959
	5.1585989
	5.1636028
	5.1686058
	5.1736088
	5.1786127
	5.1836157
	5.1886187
	5.1936226
	5.1986256
	5.2036295
	5.2086325
	5.2136354
	5.2186394
	5.2236423
	5.2286453
	5.2336493
	5.2386522
	5.2436562
	5.2486591
	5.2536621
	5.258666
	5.263669
	5.268672
	5.2736759
	5.2786789
	5.2836828
	5.2886858
	5.2936888
	5.2986927
	5.3036957
	5.3086987
	5.3137026
	5.3187056
	5.3237095
	5.3287125
	5.3337154
	5.3387194
	5.3437223
	5.3487263
	5.3537292
	5.3587322
	5.3637362
	5.3687391
	5.3737421
	5.378746
	5.383749
	5.3887529
	5.3937559
	5.3987589
	5.4037628
	5.4087658
	5.4137688
	5.4187727
	5.4237757
	5.4287796
	5.4337826
	5.4387856
	5.4437895
	5.4487925
	5.4537954
	5.4587994
	5.4638023
	5.4688063
	5.4738092
	5.4788122
	5.4838161
	5.4888191
	5.4938221
	5.498826
	5.503829
	5.5088329
	5.5138359
	5.5188389
	5.5238428
	5.5288458
	5.5338488
	5.5388527
	5.5438557
	5.5488596
	5.5538626
	5.5588655
	5.5638695
	5.5688725
	5.5738764
	5.5788794
	5.5838823
	5.5888863
	5.5938892
	5.5988922
	5.6038961
	5.6088991
	5.613903
	5.618906
	5.623909
	5.6289129
	5.6339159
	5.6389189
	5.6439228
	5.6489258
	5.6539297
	5.6589327
	5.6639357
	5.6689396
	5.6739426
	5.6789455
	5.6839495
	5.6889524
	5.6939564
	5.6989594
	5.7039623
	5.7089663
	5.7139692
	5.7189722
	5.7239761
	5.7289791
	5.733983
	5.738986
	5.743989
	5.7489929
	5.7539959
	5.7589989
	5.7640028
	5.7690058
	5.7740097
	5.7790127
	5.7840157
	5.7890196
	5.7940226
	5.7990255
	5.8040295
	5.8090324
	5.8140364
	5.8190393
	5.8240423
	5.8290462
	5.8340492
	5.8390532
	5.8440561
	5.8490591
	5.854063
	5.859066
	5.864069
	5.8690729
	5.8740759
	5.8790798
	5.8840828
	5.8890858
	5.8940897
	5.8990927
	5.9040956
	5.9090996
	5.9141026
	5.9191065
	5.9241095
	5.9291124
	5.9341164
	5.9391193
	5.9441223
	5.9491262
	5.9541292
	5.9591331
	5.9641361
	5.9691391
	5.974143
	5.979146
	5.984149
	5.9891529
	5.9941559
	5.9991598
	6.0041628
	6.0091658
	6.0141697
	6.0191727
	6.0241756
	6.0291796
	6.0341825
	6.0391865
	6.0441895
	6.0491924
	6.0541964
	6.0591993
	6.0642033
	6.0692062
	6.0742092
	6.0792131
	6.0842161
	6.0892191
	6.094223
	6.099226
	6.1042299
	6.1092329
	6.1142359
	6.1192398
	6.1242428
	6.1292458
	6.1342497
	6.1392527
	6.1442566
	6.1492596
	6.1542625
	6.1592665
	6.1642694
	6.1692724
	6.1742764
	6.1792793
	6.1842833
	6.1892862
	6.1942892
	6.1992931
	6.2042961
	6.2092991
	6.214303
	6.219306
	6.2243099
	6.2293129
	6.2343159
	6.2393198
	6.2443228
	6.2493258
	6.2543297
	6.2593327
	6.2643366
	6.2693396
	6.2743425
	6.2793465
	6.2843494
	6.2893524
	6.2943563
	6.2993593
	6.3043633
	6.3093662
	6.3143692
	6.3193731
	6.3243761
	6.32938
	6.334383
	6.339386
	6.3443899
	6.3493929
	6.3543959
	6.3593998
	6.3644028
	6.3694067
	6.3744097
	6.3794127
	6.3844166
	6.3894196
	6.3944225
	6.3994265
	6.4044294
	6.4094334
	6.4144363
	6.4194393
	6.4244432
	6.4294462
	6.4344492
	6.4394531
	6.4444561
	6.44946
	6.454463
	6.459466
	6.4644699
	6.4694729
	6.4744759
	6.4794798
	6.4844828
	6.4894867
	6.4944897
	6.4994926
	6.5044966
	6.5094995
	6.5145025
	6.5195065
	6.5245094
	6.5295134
	6.5345163
	6.5395193
	6.5445232
	6.5495262
	6.5545301
	6.5595331
	6.5645361
	6.56954
	6.574543
	6.579546
	6.5845499
	6.5895529
	6.5945568
	6.5995598
	6.6045628
	6.6095667
	6.6145697
	6.6195726
	6.6245766
	6.6295795
	6.6345835
	6.6395864
	6.6445894
	6.6495934
	6.6545963
	6.6595993
	6.6646032
	6.6696062
	6.6746101
	6.6796131
	6.6846161
	6.68962
	6.694623
	6.699626
	6.7046299
	6.7096329
	6.7146368
	6.7196398
	6.7246428
	6.7296467
	6.7346497
	6.7396526
	6.7446566
	6.7496595
	6.7546635
	6.7596664
	6.7646694
	6.7696733
	6.7746763
	6.7796803
	6.7846832
	6.7896862
	6.7946901
	6.7996931
	6.8046961
	6.8097
	6.814703
	6.8197069
	6.8247099
	6.8297129
	6.8347168
	6.8397198
	6.8447227
	6.8497267
	6.8547297
	6.8597336
	6.8647366
	6.8697395
	6.8747435
	6.8797464
	6.8847494
	6.8897533
	6.8947563
	6.8997602
	6.9047632
	6.9097662
	6.9147701
	6.9197731
	6.9247761
	6.92978
	6.934783
	6.9397869
	6.9447899
	6.9497929
	6.9547968
	6.9597998
	6.9648027
	6.9698067
	6.9748096
	6.9798136
	6.9848166
	6.9898195
	6.9948235
	6.9998264
	7.0048294
	7.0098333
	7.0148363
	7.0198402
	7.0248432
	7.0298462
	7.0348501
	7.0398531
	7.044857
	7.04986
	7.054863
	7.0598669
	7.0648699
	7.0698729
	7.0748768
	7.0798798
	7.0848837
	7.0898867
	7.0948896
	7.0998936
	7.1048965
	7.1098995
	7.1149035
	7.1199064
	7.1249104
	7.1299133
	7.1349163
	7.1399202
	7.1449232
	7.1499262
	7.1549301
	7.1599331
	7.164937
	7.16994
	7.174943
	7.1799469
	7.1849499
	7.1899529
	7.1949568
	7.1999598
	7.2049637
	7.2099667
	7.2149696
	7.2199736
	7.2249765
	7.2299795
	7.2349834
